variant,split,image_id,source_image,image,label,blur_parameters
gaussian_blur,val,img_35652746c8a5a897814a,valid/images/20240214_140848_jpg.rf.OM1l5u1x52BityKtWURz.jpg,detector_data/gaussian_blur/val/images/img_35652746c8a5a897814a.png,detector_data/gaussian_blur/val/labels/img_35652746c8a5a897814a.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 6.48259201007206, ""motion_angle_deg"": 100.43503729533064, ""motion_length_px"": 17}"
clean,val,img_98e0fcd303d0b9cf06e2,valid/images/20240214_140858_jpg.rf.IhzosBxOzfmMTAv9qHWB.jpg,detector_data/clean/val/images/img_98e0fcd303d0b9cf06e2.png,detector_data/clean/val/labels/img_98e0fcd303d0b9cf06e2.txt,{}
motion_blur,val,img_98e0fcd303d0b9cf06e2,valid/images/20240214_140858_jpg.rf.IhzosBxOzfmMTAv9qHWB.jpg,detector_data/motion_blur/val/images/img_98e0fcd303d0b9cf06e2.png,detector_data/motion_blur/val/labels/img_98e0fcd303d0b9cf06e2.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.783631552340305, ""motion_angle_deg"": 16.454475310317445, ""motion_length_px"": 25}"
defocus_blur,val,img_98e0fcd303d0b9cf06e2,valid/images/20240214_140858_jpg.rf.IhzosBxOzfmMTAv9qHWB.jpg,detector_data/defocus_blur/val/images/img_98e0fcd303d0b9cf06e2.png,detector_data/defocus_blur/val/labels/img_98e0fcd303d0b9cf06e2.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.783631552340305, ""motion_angle_deg"": 16.454475310317445, ""motion_length_px"": 25}"
gaussian_blur,val,img_98e0fcd303d0b9cf06e2,valid/images/20240214_140858_jpg.rf.IhzosBxOzfmMTAv9qHWB.jpg,detector_data/gaussian_blur/val/images/img_98e0fcd303d0b9cf06e2.png,detector_data/gaussian_blur/val/labels/img_98e0fcd303d0b9cf06e2.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.783631552340305, ""motion_angle_deg"": 16.454475310317445, ""motion_length_px"": 25}"
clean,val,img_4f09226296d00d4d64bd,valid/images/20240214_141110_jpg.rf.kvYjKaNUAMh5ehlkKgW8.jpg,detector_data/clean/val/images/img_4f09226296d00d4d64bd.png,detector_data/clean/val/labels/img_4f09226296d00d4d64bd.txt,{}
motion_blur,val,img_4f09226296d00d4d64bd,valid/images/20240214_141110_jpg.rf.kvYjKaNUAMh5ehlkKgW8.jpg,detector_data/motion_blur/val/images/img_4f09226296d00d4d64bd.png,detector_data/motion_blur/val/labels/img_4f09226296d00d4d64bd.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.197925260155407, ""motion_angle_deg"": 135.28554312214894, ""motion_length_px"": 21}"
defocus_blur,val,img_4f09226296d00d4d64bd,valid/images/20240214_141110_jpg.rf.kvYjKaNUAMh5ehlkKgW8.jpg,detector_data/defocus_blur/val/images/img_4f09226296d00d4d64bd.png,detector_data/defocus_blur/val/labels/img_4f09226296d00d4d64bd.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.197925260155407, ""motion_angle_deg"": 135.28554312214894, ""motion_length_px"": 21}"
gaussian_blur,val,img_4f09226296d00d4d64bd,valid/images/20240214_141110_jpg.rf.kvYjKaNUAMh5ehlkKgW8.jpg,detector_data/gaussian_blur/val/images/img_4f09226296d00d4d64bd.png,detector_data/gaussian_blur/val/labels/img_4f09226296d00d4d64bd.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.197925260155407, ""motion_angle_deg"": 135.28554312214894, ""motion_length_px"": 21}"
clean,val,img_23a05a5b3b30b2ee27ad,valid/images/20240214_141147_jpg.rf.DrFwEMgLRWZPZL4WQrFL.jpg,detector_data/clean/val/images/img_23a05a5b3b30b2ee27ad.png,detector_data/clean/val/labels/img_23a05a5b3b30b2ee27ad.txt,{}
motion_blur,val,img_23a05a5b3b30b2ee27ad,valid/images/20240214_141147_jpg.rf.DrFwEMgLRWZPZL4WQrFL.jpg,detector_data/motion_blur/val/images/img_23a05a5b3b30b2ee27ad.png,detector_data/motion_blur/val/labels/img_23a05a5b3b30b2ee27ad.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.233774746698916, ""motion_angle_deg"": 98.32696875358022, ""motion_length_px"": 19}"
defocus_blur,val,img_23a05a5b3b30b2ee27ad,valid/images/20240214_141147_jpg.rf.DrFwEMgLRWZPZL4WQrFL.jpg,detector_data/defocus_blur/val/images/img_23a05a5b3b30b2ee27ad.png,detector_data/defocus_blur/val/labels/img_23a05a5b3b30b2ee27ad.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.233774746698916, ""motion_angle_deg"": 98.32696875358022, ""motion_length_px"": 19}"
gaussian_blur,val,img_23a05a5b3b30b2ee27ad,valid/images/20240214_141147_jpg.rf.DrFwEMgLRWZPZL4WQrFL.jpg,detector_data/gaussian_blur/val/images/img_23a05a5b3b30b2ee27ad.png,detector_data/gaussian_blur/val/labels/img_23a05a5b3b30b2ee27ad.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.233774746698916, ""motion_angle_deg"": 98.32696875358022, ""motion_length_px"": 19}"
clean,val,img_cec6d97fd5b52d5ee76a,valid/images/20240214_141152_jpg.rf.ZWZKAmk65E8Q5R8U67ic.jpg,detector_data/clean/val/images/img_cec6d97fd5b52d5ee76a.png,detector_data/clean/val/labels/img_cec6d97fd5b52d5ee76a.txt,{}
motion_blur,val,img_cec6d97fd5b52d5ee76a,valid/images/20240214_141152_jpg.rf.ZWZKAmk65E8Q5R8U67ic.jpg,detector_data/motion_blur/val/images/img_cec6d97fd5b52d5ee76a.png,detector_data/motion_blur/val/labels/img_cec6d97fd5b52d5ee76a.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9259104716641957, ""motion_angle_deg"": 7.594818370116803, ""motion_length_px"": 9}"
defocus_blur,val,img_cec6d97fd5b52d5ee76a,valid/images/20240214_141152_jpg.rf.ZWZKAmk65E8Q5R8U67ic.jpg,detector_data/defocus_blur/val/images/img_cec6d97fd5b52d5ee76a.png,detector_data/defocus_blur/val/labels/img_cec6d97fd5b52d5ee76a.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9259104716641957, ""motion_angle_deg"": 7.594818370116803, ""motion_length_px"": 9}"
gaussian_blur,val,img_cec6d97fd5b52d5ee76a,valid/images/20240214_141152_jpg.rf.ZWZKAmk65E8Q5R8U67ic.jpg,detector_data/gaussian_blur/val/images/img_cec6d97fd5b52d5ee76a.png,detector_data/gaussian_blur/val/labels/img_cec6d97fd5b52d5ee76a.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9259104716641957, ""motion_angle_deg"": 7.594818370116803, ""motion_length_px"": 9}"
clean,val,img_bb0a4be452045bc328c2,valid/images/20240214_141230_jpg.rf.JS7f7L9tsoc4ALLBw9kU.jpg,detector_data/clean/val/images/img_bb0a4be452045bc328c2.png,detector_data/clean/val/labels/img_bb0a4be452045bc328c2.txt,{}
motion_blur,val,img_bb0a4be452045bc328c2,valid/images/20240214_141230_jpg.rf.JS7f7L9tsoc4ALLBw9kU.jpg,detector_data/motion_blur/val/images/img_bb0a4be452045bc328c2.png,detector_data/motion_blur/val/labels/img_bb0a4be452045bc328c2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.0462153672031924, ""motion_angle_deg"": 97.70838029907145, ""motion_length_px"": 15}"
defocus_blur,val,img_bb0a4be452045bc328c2,valid/images/20240214_141230_jpg.rf.JS7f7L9tsoc4ALLBw9kU.jpg,detector_data/defocus_blur/val/images/img_bb0a4be452045bc328c2.png,detector_data/defocus_blur/val/labels/img_bb0a4be452045bc328c2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.0462153672031924, ""motion_angle_deg"": 97.70838029907145, ""motion_length_px"": 15}"
gaussian_blur,val,img_bb0a4be452045bc328c2,valid/images/20240214_141230_jpg.rf.JS7f7L9tsoc4ALLBw9kU.jpg,detector_data/gaussian_blur/val/images/img_bb0a4be452045bc328c2.png,detector_data/gaussian_blur/val/labels/img_bb0a4be452045bc328c2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.0462153672031924, ""motion_angle_deg"": 97.70838029907145, ""motion_length_px"": 15}"
clean,val,img_95e8607b83134ec8d408,valid/images/20240214_142347_jpg.rf.ClpsqOEq9gYNbytHBWHH.jpg,detector_data/clean/val/images/img_95e8607b83134ec8d408.png,detector_data/clean/val/labels/img_95e8607b83134ec8d408.txt,{}
motion_blur,val,img_95e8607b83134ec8d408,valid/images/20240214_142347_jpg.rf.ClpsqOEq9gYNbytHBWHH.jpg,detector_data/motion_blur/val/images/img_95e8607b83134ec8d408.png,detector_data/motion_blur/val/labels/img_95e8607b83134ec8d408.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 157.9319714085636, ""motion_length_px"": 37}"
defocus_blur,val,img_95e8607b83134ec8d408,valid/images/20240214_142347_jpg.rf.ClpsqOEq9gYNbytHBWHH.jpg,detector_data/defocus_blur/val/images/img_95e8607b83134ec8d408.png,detector_data/defocus_blur/val/labels/img_95e8607b83134ec8d408.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 157.9319714085636, ""motion_length_px"": 37}"
gaussian_blur,val,img_95e8607b83134ec8d408,valid/images/20240214_142347_jpg.rf.ClpsqOEq9gYNbytHBWHH.jpg,detector_data/gaussian_blur/val/images/img_95e8607b83134ec8d408.png,detector_data/gaussian_blur/val/labels/img_95e8607b83134ec8d408.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 157.9319714085636, ""motion_length_px"": 37}"
clean,val,img_37bb0e21b9711fe91758,valid/images/20240214_145602_jpg.rf.HWbuggaKKIzDR1y7D9tH.jpg,detector_data/clean/val/images/img_37bb0e21b9711fe91758.png,detector_data/clean/val/labels/img_37bb0e21b9711fe91758.txt,{}
motion_blur,val,img_37bb0e21b9711fe91758,valid/images/20240214_145602_jpg.rf.HWbuggaKKIzDR1y7D9tH.jpg,detector_data/motion_blur/val/images/img_37bb0e21b9711fe91758.png,detector_data/motion_blur/val/labels/img_37bb0e21b9711fe91758.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.6796833854990005, ""motion_angle_deg"": 82.97489208953739, ""motion_length_px"": 15}"
defocus_blur,val,img_37bb0e21b9711fe91758,valid/images/20240214_145602_jpg.rf.HWbuggaKKIzDR1y7D9tH.jpg,detector_data/defocus_blur/val/images/img_37bb0e21b9711fe91758.png,detector_data/defocus_blur/val/labels/img_37bb0e21b9711fe91758.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.6796833854990005, ""motion_angle_deg"": 82.97489208953739, ""motion_length_px"": 15}"
gaussian_blur,val,img_37bb0e21b9711fe91758,valid/images/20240214_145602_jpg.rf.HWbuggaKKIzDR1y7D9tH.jpg,detector_data/gaussian_blur/val/images/img_37bb0e21b9711fe91758.png,detector_data/gaussian_blur/val/labels/img_37bb0e21b9711fe91758.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.6796833854990005, ""motion_angle_deg"": 82.97489208953739, ""motion_length_px"": 15}"
clean,val,img_8b029da2e7af7ad9059d,valid/images/20240214_145609_jpg.rf.0EFCjYuLwUFxS590UCmH.jpg,detector_data/clean/val/images/img_8b029da2e7af7ad9059d.png,detector_data/clean/val/labels/img_8b029da2e7af7ad9059d.txt,{}
motion_blur,val,img_8b029da2e7af7ad9059d,valid/images/20240214_145609_jpg.rf.0EFCjYuLwUFxS590UCmH.jpg,detector_data/motion_blur/val/images/img_8b029da2e7af7ad9059d.png,detector_data/motion_blur/val/labels/img_8b029da2e7af7ad9059d.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 86.37338469947785, ""motion_length_px"": 27}"
defocus_blur,val,img_8b029da2e7af7ad9059d,valid/images/20240214_145609_jpg.rf.0EFCjYuLwUFxS590UCmH.jpg,detector_data/defocus_blur/val/images/img_8b029da2e7af7ad9059d.png,detector_data/defocus_blur/val/labels/img_8b029da2e7af7ad9059d.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 86.37338469947785, ""motion_length_px"": 27}"
gaussian_blur,val,img_8b029da2e7af7ad9059d,valid/images/20240214_145609_jpg.rf.0EFCjYuLwUFxS590UCmH.jpg,detector_data/gaussian_blur/val/images/img_8b029da2e7af7ad9059d.png,detector_data/gaussian_blur/val/labels/img_8b029da2e7af7ad9059d.txt,"{""defocus_radius_px"": 15, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 86.37338469947785, ""motion_length_px"": 27}"
clean,val,img_b3b5d20e5811d68f2f84,valid/images/20240214_145627_jpg.rf.9hELxhnLeowSv9Y1pkNL.jpg,detector_data/clean/val/images/img_b3b5d20e5811d68f2f84.png,detector_data/clean/val/labels/img_b3b5d20e5811d68f2f84.txt,{}
motion_blur,val,img_b3b5d20e5811d68f2f84,valid/images/20240214_145627_jpg.rf.9hELxhnLeowSv9Y1pkNL.jpg,detector_data/motion_blur/val/images/img_b3b5d20e5811d68f2f84.png,detector_data/motion_blur/val/labels/img_b3b5d20e5811d68f2f84.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 113.1308099310926, ""motion_length_px"": 35}"
defocus_blur,val,img_b3b5d20e5811d68f2f84,valid/images/20240214_145627_jpg.rf.9hELxhnLeowSv9Y1pkNL.jpg,detector_data/defocus_blur/val/images/img_b3b5d20e5811d68f2f84.png,detector_data/defocus_blur/val/labels/img_b3b5d20e5811d68f2f84.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 113.1308099310926, ""motion_length_px"": 35}"
gaussian_blur,val,img_b3b5d20e5811d68f2f84,valid/images/20240214_145627_jpg.rf.9hELxhnLeowSv9Y1pkNL.jpg,detector_data/gaussian_blur/val/images/img_b3b5d20e5811d68f2f84.png,detector_data/gaussian_blur/val/labels/img_b3b5d20e5811d68f2f84.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 113.1308099310926, ""motion_length_px"": 35}"
clean,val,img_a73c621372d9428946ab,valid/images/20240214_145644_jpg.rf.Atilrea8aW0cWJGjQnbf.jpg,detector_data/clean/val/images/img_a73c621372d9428946ab.png,detector_data/clean/val/labels/img_a73c621372d9428946ab.txt,{}
motion_blur,val,img_a73c621372d9428946ab,valid/images/20240214_145644_jpg.rf.Atilrea8aW0cWJGjQnbf.jpg,detector_data/motion_blur/val/images/img_a73c621372d9428946ab.png,detector_data/motion_blur/val/labels/img_a73c621372d9428946ab.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.479172035283343, ""motion_angle_deg"": 92.5777005533835, ""motion_length_px"": 25}"
defocus_blur,val,img_a73c621372d9428946ab,valid/images/20240214_145644_jpg.rf.Atilrea8aW0cWJGjQnbf.jpg,detector_data/defocus_blur/val/images/img_a73c621372d9428946ab.png,detector_data/defocus_blur/val/labels/img_a73c621372d9428946ab.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.479172035283343, ""motion_angle_deg"": 92.5777005533835, ""motion_length_px"": 25}"
gaussian_blur,val,img_a73c621372d9428946ab,valid/images/20240214_145644_jpg.rf.Atilrea8aW0cWJGjQnbf.jpg,detector_data/gaussian_blur/val/images/img_a73c621372d9428946ab.png,detector_data/gaussian_blur/val/labels/img_a73c621372d9428946ab.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.479172035283343, ""motion_angle_deg"": 92.5777005533835, ""motion_length_px"": 25}"
clean,val,img_76dad5ba3bfbaebd5d9b,valid/images/20240214_145803_jpg.rf.aLQ7CCQIhsADJ0iw0Ek8.jpg,detector_data/clean/val/images/img_76dad5ba3bfbaebd5d9b.png,detector_data/clean/val/labels/img_76dad5ba3bfbaebd5d9b.txt,{}
motion_blur,val,img_76dad5ba3bfbaebd5d9b,valid/images/20240214_145803_jpg.rf.aLQ7CCQIhsADJ0iw0Ek8.jpg,detector_data/motion_blur/val/images/img_76dad5ba3bfbaebd5d9b.png,detector_data/motion_blur/val/labels/img_76dad5ba3bfbaebd5d9b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.900583242018041, ""motion_angle_deg"": 72.13266056086925, ""motion_length_px"": 11}"
defocus_blur,val,img_76dad5ba3bfbaebd5d9b,valid/images/20240214_145803_jpg.rf.aLQ7CCQIhsADJ0iw0Ek8.jpg,detector_data/defocus_blur/val/images/img_76dad5ba3bfbaebd5d9b.png,detector_data/defocus_blur/val/labels/img_76dad5ba3bfbaebd5d9b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.900583242018041, ""motion_angle_deg"": 72.13266056086925, ""motion_length_px"": 11}"
gaussian_blur,val,img_76dad5ba3bfbaebd5d9b,valid/images/20240214_145803_jpg.rf.aLQ7CCQIhsADJ0iw0Ek8.jpg,detector_data/gaussian_blur/val/images/img_76dad5ba3bfbaebd5d9b.png,detector_data/gaussian_blur/val/labels/img_76dad5ba3bfbaebd5d9b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.900583242018041, ""motion_angle_deg"": 72.13266056086925, ""motion_length_px"": 11}"
clean,val,img_a01cf69b73f58ecab8a0,valid/images/20240214_145904_jpg.rf.ZtZR7zoj28l2g5QoTuNu.jpg,detector_data/clean/val/images/img_a01cf69b73f58ecab8a0.png,detector_data/clean/val/labels/img_a01cf69b73f58ecab8a0.txt,{}
motion_blur,val,img_a01cf69b73f58ecab8a0,valid/images/20240214_145904_jpg.rf.ZtZR7zoj28l2g5QoTuNu.jpg,detector_data/motion_blur/val/images/img_a01cf69b73f58ecab8a0.png,detector_data/motion_blur/val/labels/img_a01cf69b73f58ecab8a0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 6.676664281380328, ""motion_angle_deg"": 112.82446711397382, ""motion_length_px"": 17}"
defocus_blur,val,img_a01cf69b73f58ecab8a0,valid/images/20240214_145904_jpg.rf.ZtZR7zoj28l2g5QoTuNu.jpg,detector_data/defocus_blur/val/images/img_a01cf69b73f58ecab8a0.png,detector_data/defocus_blur/val/labels/img_a01cf69b73f58ecab8a0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 6.676664281380328, ""motion_angle_deg"": 112.82446711397382, ""motion_length_px"": 17}"
gaussian_blur,val,img_a01cf69b73f58ecab8a0,valid/images/20240214_145904_jpg.rf.ZtZR7zoj28l2g5QoTuNu.jpg,detector_data/gaussian_blur/val/images/img_a01cf69b73f58ecab8a0.png,detector_data/gaussian_blur/val/labels/img_a01cf69b73f58ecab8a0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 6.676664281380328, ""motion_angle_deg"": 112.82446711397382, ""motion_length_px"": 17}"
clean,val,img_34c88db427c36e2e91d3,valid/images/20240214_145951_jpg.rf.4nCbLppu7X0lyY9iRgso.jpg,detector_data/clean/val/images/img_34c88db427c36e2e91d3.png,detector_data/clean/val/labels/img_34c88db427c36e2e91d3.txt,{}
motion_blur,val,img_34c88db427c36e2e91d3,valid/images/20240214_145951_jpg.rf.4nCbLppu7X0lyY9iRgso.jpg,detector_data/motion_blur/val/images/img_34c88db427c36e2e91d3.png,detector_data/motion_blur/val/labels/img_34c88db427c36e2e91d3.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 161.88088636570384, ""motion_length_px"": 41}"
defocus_blur,val,img_34c88db427c36e2e91d3,valid/images/20240214_145951_jpg.rf.4nCbLppu7X0lyY9iRgso.jpg,detector_data/defocus_blur/val/images/img_34c88db427c36e2e91d3.png,detector_data/defocus_blur/val/labels/img_34c88db427c36e2e91d3.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 161.88088636570384, ""motion_length_px"": 41}"
gaussian_blur,val,img_34c88db427c36e2e91d3,valid/images/20240214_145951_jpg.rf.4nCbLppu7X0lyY9iRgso.jpg,detector_data/gaussian_blur/val/images/img_34c88db427c36e2e91d3.png,detector_data/gaussian_blur/val/labels/img_34c88db427c36e2e91d3.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 161.88088636570384, ""motion_length_px"": 41}"
clean,val,img_8ac221d7a46b7cd3820e,valid/images/20240214_150011_jpg.rf.skjK6EQMCTm4HxVqbqSS.jpg,detector_data/clean/val/images/img_8ac221d7a46b7cd3820e.png,detector_data/clean/val/labels/img_8ac221d7a46b7cd3820e.txt,{}
motion_blur,val,img_8ac221d7a46b7cd3820e,valid/images/20240214_150011_jpg.rf.skjK6EQMCTm4HxVqbqSS.jpg,detector_data/motion_blur/val/images/img_8ac221d7a46b7cd3820e.png,detector_data/motion_blur/val/labels/img_8ac221d7a46b7cd3820e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 139.52139380033915, ""motion_length_px"": 43}"
defocus_blur,val,img_8ac221d7a46b7cd3820e,valid/images/20240214_150011_jpg.rf.skjK6EQMCTm4HxVqbqSS.jpg,detector_data/defocus_blur/val/images/img_8ac221d7a46b7cd3820e.png,detector_data/defocus_blur/val/labels/img_8ac221d7a46b7cd3820e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 139.52139380033915, ""motion_length_px"": 43}"
gaussian_blur,val,img_8ac221d7a46b7cd3820e,valid/images/20240214_150011_jpg.rf.skjK6EQMCTm4HxVqbqSS.jpg,detector_data/gaussian_blur/val/images/img_8ac221d7a46b7cd3820e.png,detector_data/gaussian_blur/val/labels/img_8ac221d7a46b7cd3820e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 139.52139380033915, ""motion_length_px"": 43}"
clean,val,img_f1c1471d5236e3a3cc70,valid/images/20240214_150235_jpg.rf.yBVO2suKUa6FiLyl4LeI.jpg,detector_data/clean/val/images/img_f1c1471d5236e3a3cc70.png,detector_data/clean/val/labels/img_f1c1471d5236e3a3cc70.txt,{}
motion_blur,val,img_f1c1471d5236e3a3cc70,valid/images/20240214_150235_jpg.rf.yBVO2suKUa6FiLyl4LeI.jpg,detector_data/motion_blur/val/images/img_f1c1471d5236e3a3cc70.png,detector_data/motion_blur/val/labels/img_f1c1471d5236e3a3cc70.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 93.19800036037005, ""motion_length_px"": 43}"
defocus_blur,val,img_f1c1471d5236e3a3cc70,valid/images/20240214_150235_jpg.rf.yBVO2suKUa6FiLyl4LeI.jpg,detector_data/defocus_blur/val/images/img_f1c1471d5236e3a3cc70.png,detector_data/defocus_blur/val/labels/img_f1c1471d5236e3a3cc70.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 93.19800036037005, ""motion_length_px"": 43}"
gaussian_blur,val,img_f1c1471d5236e3a3cc70,valid/images/20240214_150235_jpg.rf.yBVO2suKUa6FiLyl4LeI.jpg,detector_data/gaussian_blur/val/images/img_f1c1471d5236e3a3cc70.png,detector_data/gaussian_blur/val/labels/img_f1c1471d5236e3a3cc70.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 93.19800036037005, ""motion_length_px"": 43}"
clean,val,img_1136895751939691fa42,valid/images/20240214_181745_jpg.rf.01ssXrUvPKlw8viUwhef.jpg,detector_data/clean/val/images/img_1136895751939691fa42.png,detector_data/clean/val/labels/img_1136895751939691fa42.txt,{}
motion_blur,val,img_1136895751939691fa42,valid/images/20240214_181745_jpg.rf.01ssXrUvPKlw8viUwhef.jpg,detector_data/motion_blur/val/images/img_1136895751939691fa42.png,detector_data/motion_blur/val/labels/img_1136895751939691fa42.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 25.613264116279517, ""motion_length_px"": 43}"
defocus_blur,val,img_1136895751939691fa42,valid/images/20240214_181745_jpg.rf.01ssXrUvPKlw8viUwhef.jpg,detector_data/defocus_blur/val/images/img_1136895751939691fa42.png,detector_data/defocus_blur/val/labels/img_1136895751939691fa42.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 25.613264116279517, ""motion_length_px"": 43}"
gaussian_blur,val,img_1136895751939691fa42,valid/images/20240214_181745_jpg.rf.01ssXrUvPKlw8viUwhef.jpg,detector_data/gaussian_blur/val/images/img_1136895751939691fa42.png,detector_data/gaussian_blur/val/labels/img_1136895751939691fa42.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 25.613264116279517, ""motion_length_px"": 43}"
clean,val,img_409cf469553f64fda20e,valid/images/20240214_181858_jpg.rf.lxzSzgf030JBzDaqlKpH.jpg,detector_data/clean/val/images/img_409cf469553f64fda20e.png,detector_data/clean/val/labels/img_409cf469553f64fda20e.txt,{}
motion_blur,val,img_409cf469553f64fda20e,valid/images/20240214_181858_jpg.rf.lxzSzgf030JBzDaqlKpH.jpg,detector_data/motion_blur/val/images/img_409cf469553f64fda20e.png,detector_data/motion_blur/val/labels/img_409cf469553f64fda20e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 31.003363470841034, ""motion_length_px"": 43}"
defocus_blur,val,img_409cf469553f64fda20e,valid/images/20240214_181858_jpg.rf.lxzSzgf030JBzDaqlKpH.jpg,detector_data/defocus_blur/val/images/img_409cf469553f64fda20e.png,detector_data/defocus_blur/val/labels/img_409cf469553f64fda20e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 31.003363470841034, ""motion_length_px"": 43}"
gaussian_blur,val,img_409cf469553f64fda20e,valid/images/20240214_181858_jpg.rf.lxzSzgf030JBzDaqlKpH.jpg,detector_data/gaussian_blur/val/images/img_409cf469553f64fda20e.png,detector_data/gaussian_blur/val/labels/img_409cf469553f64fda20e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 31.003363470841034, ""motion_length_px"": 43}"
clean,val,img_efee0ea934da1ef21593,valid/images/20240214_181920_jpg.rf.VpqWzTOJLThcfeLmtz4t.jpg,detector_data/clean/val/images/img_efee0ea934da1ef21593.png,detector_data/clean/val/labels/img_efee0ea934da1ef21593.txt,{}
motion_blur,val,img_efee0ea934da1ef21593,valid/images/20240214_181920_jpg.rf.VpqWzTOJLThcfeLmtz4t.jpg,detector_data/motion_blur/val/images/img_efee0ea934da1ef21593.png,detector_data/motion_blur/val/labels/img_efee0ea934da1ef21593.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.3321970115643, ""motion_length_px"": 43}"
defocus_blur,val,img_efee0ea934da1ef21593,valid/images/20240214_181920_jpg.rf.VpqWzTOJLThcfeLmtz4t.jpg,detector_data/defocus_blur/val/images/img_efee0ea934da1ef21593.png,detector_data/defocus_blur/val/labels/img_efee0ea934da1ef21593.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.3321970115643, ""motion_length_px"": 43}"
