filename,variant,split,plate_id,source_image,image_id,annotation_index,class_id,crop_width,crop_height,given_corners_normalized,blur_parameters
defocus_blurr_plate/train/img_4a544eb976ad7b488c87__p001.png,defocus_blur,train,plate_9b320ef9b39574eb68169c1e,train/images/3248_png.rf.m5sKN6b3Hx9dn8f1Va6Z.png,img_4a544eb976ad7b488c87,1,0,164,86,"[[0.557843137254902, 0.7663551401869159], [0.39705882352941185, 0.7663551401869159], [0.39705882352941185, 0.866822429906542], [0.557843137254902, 0.866822429906542]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.315947307944725, ""motion_angle_deg"": 62.30801488550145, ""motion_length_px"": 15}"
gaussian_blurr_plate/train/img_4a544eb976ad7b488c87__p001.png,gaussian_blur,train,plate_9b320ef9b39574eb68169c1e,train/images/3248_png.rf.m5sKN6b3Hx9dn8f1Va6Z.png,img_4a544eb976ad7b488c87,1,0,164,86,"[[0.557843137254902, 0.7663551401869159], [0.39705882352941185, 0.7663551401869159], [0.39705882352941185, 0.866822429906542], [0.557843137254902, 0.866822429906542]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.315947307944725, ""motion_angle_deg"": 62.30801488550145, ""motion_length_px"": 15}"
clean_plates/train/img_ebd924a1c6b702e6c208__p001.png,clean,train,plate_c4e6d5bf2209cbfb33a82766,train/images/3398_png.rf.srNClX2F9f9SYGF8nZPG.png,img_ebd924a1c6b702e6c208,1,0,170,83,"[[0.6285714285714286, 0.7870563674321506], [0.4767857142857143, 0.7870563674321506], [0.4767857142857143, 0.9603340292275576], [0.6285714285714286, 0.9603340292275576]]",{}
motion_blurr_plate/train/img_ebd924a1c6b702e6c208__p001.png,motion_blur,train,plate_c4e6d5bf2209cbfb33a82766,train/images/3398_png.rf.srNClX2F9f9SYGF8nZPG.png,img_ebd924a1c6b702e6c208,1,0,170,83,"[[0.6285714285714286, 0.7870563674321506], [0.4767857142857143, 0.7870563674321506], [0.4767857142857143, 0.9603340292275576], [0.6285714285714286, 0.9603340292275576]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0758215030391782, ""motion_angle_deg"": 108.45970012100487, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_ebd924a1c6b702e6c208__p001.png,defocus_blur,train,plate_c4e6d5bf2209cbfb33a82766,train/images/3398_png.rf.srNClX2F9f9SYGF8nZPG.png,img_ebd924a1c6b702e6c208,1,0,170,83,"[[0.6285714285714286, 0.7870563674321506], [0.4767857142857143, 0.7870563674321506], [0.4767857142857143, 0.9603340292275576], [0.6285714285714286, 0.9603340292275576]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0758215030391782, ""motion_angle_deg"": 108.45970012100487, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_ebd924a1c6b702e6c208__p001.png,gaussian_blur,train,plate_c4e6d5bf2209cbfb33a82766,train/images/3398_png.rf.srNClX2F9f9SYGF8nZPG.png,img_ebd924a1c6b702e6c208,1,0,170,83,"[[0.6285714285714286, 0.7870563674321506], [0.4767857142857143, 0.7870563674321506], [0.4767857142857143, 0.9603340292275576], [0.6285714285714286, 0.9603340292275576]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0758215030391782, ""motion_angle_deg"": 108.45970012100487, ""motion_length_px"": 11}"
clean_plates/train/img_e9ab6d1d1384673c94d0__p001.png,clean,train,plate_ce28ad0655ac9b598b9dbf7e,train/images/3488_png.rf.7Yn8DjWXocpkYc7YD2U0.png,img_e9ab6d1d1384673c94d0,1,0,142,72,"[[0.5264900662251657, 0.7027777777777778], [0.3697571743929361, 0.7027777777777777], [0.3697571743929361, 0.8027777777777778], [0.5264900662251657, 0.8027777777777778]]",{}
motion_blurr_plate/train/img_e9ab6d1d1384673c94d0__p001.png,motion_blur,train,plate_ce28ad0655ac9b598b9dbf7e,train/images/3488_png.rf.7Yn8DjWXocpkYc7YD2U0.png,img_e9ab6d1d1384673c94d0,1,0,142,72,"[[0.5264900662251657, 0.7027777777777778], [0.3697571743929361, 0.7027777777777777], [0.3697571743929361, 0.8027777777777778], [0.5264900662251657, 0.8027777777777778]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.100733760918113, ""motion_angle_deg"": 24.7232815072581, ""motion_length_px"": 9}"
defocus_blurr_plate/train/img_e9ab6d1d1384673c94d0__p001.png,defocus_blur,train,plate_ce28ad0655ac9b598b9dbf7e,train/images/3488_png.rf.7Yn8DjWXocpkYc7YD2U0.png,img_e9ab6d1d1384673c94d0,1,0,142,72,"[[0.5264900662251657, 0.7027777777777778], [0.3697571743929361, 0.7027777777777777], [0.3697571743929361, 0.8027777777777778], [0.5264900662251657, 0.8027777777777778]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.100733760918113, ""motion_angle_deg"": 24.7232815072581, ""motion_length_px"": 9}"
gaussian_blurr_plate/train/img_e9ab6d1d1384673c94d0__p001.png,gaussian_blur,train,plate_ce28ad0655ac9b598b9dbf7e,train/images/3488_png.rf.7Yn8DjWXocpkYc7YD2U0.png,img_e9ab6d1d1384673c94d0,1,0,142,72,"[[0.5264900662251657, 0.7027777777777778], [0.3697571743929361, 0.7027777777777777], [0.3697571743929361, 0.8027777777777778], [0.5264900662251657, 0.8027777777777778]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.100733760918113, ""motion_angle_deg"": 24.7232815072581, ""motion_length_px"": 9}"
clean_plates/train/img_c51b40f3a9bbff5c43be__p001.png,clean,train,plate_5578c4f61f7a7ed4ba7f4f7f,train/images/3518_png.rf.ZW0lgKLU4XHONi4jvZUM.png,img_c51b40f3a9bbff5c43be,1,0,158,81,"[[0.6502124931951972, 0.7617766647102506], [0.6474358917621529, 0.6656484937517378], [0.49294631981830134, 0.6722466464959675], [0.4957229212513456, 0.7683748174544802]]",{}
motion_blurr_plate/train/img_c51b40f3a9bbff5c43be__p001.png,motion_blur,train,plate_5578c4f61f7a7ed4ba7f4f7f,train/images/3518_png.rf.ZW0lgKLU4XHONi4jvZUM.png,img_c51b40f3a9bbff5c43be,1,0,158,81,"[[0.6502124931951972, 0.7617766647102506], [0.6474358917621529, 0.6656484937517378], [0.49294631981830134, 0.6722466464959675], [0.4957229212513456, 0.7683748174544802]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.96173802676663, ""motion_angle_deg"": 37.312608233678695, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_c51b40f3a9bbff5c43be__p001.png,defocus_blur,train,plate_5578c4f61f7a7ed4ba7f4f7f,train/images/3518_png.rf.ZW0lgKLU4XHONi4jvZUM.png,img_c51b40f3a9bbff5c43be,1,0,158,81,"[[0.6502124931951972, 0.7617766647102506], [0.6474358917621529, 0.6656484937517378], [0.49294631981830134, 0.6722466464959675], [0.4957229212513456, 0.7683748174544802]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.96173802676663, ""motion_angle_deg"": 37.312608233678695, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_c51b40f3a9bbff5c43be__p001.png,gaussian_blur,train,plate_5578c4f61f7a7ed4ba7f4f7f,train/images/3518_png.rf.ZW0lgKLU4XHONi4jvZUM.png,img_c51b40f3a9bbff5c43be,1,0,158,81,"[[0.6502124931951972, 0.7617766647102506], [0.6474358917621529, 0.6656484937517378], [0.49294631981830134, 0.6722466464959675], [0.4957229212513456, 0.7683748174544802]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.96173802676663, ""motion_angle_deg"": 37.312608233678695, ""motion_length_px"": 11}"
clean_plates/train/img_d926997aa2b4991c729e__p001.png,clean,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.imAEMHNZoYEAa6RmWXwN.jpg,img_d926997aa2b4991c729e,1,0,186,390,"[[0.6765, 0.37800000000000017], [0.63, 0.37800000000000017], [0.63, 0.5080000000000001], [0.6765, 0.5080000000000001]]",{}
motion_blurr_plate/train/img_d926997aa2b4991c729e__p001.png,motion_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.imAEMHNZoYEAa6RmWXwN.jpg,img_d926997aa2b4991c729e,1,0,186,390,"[[0.6765, 0.37800000000000017], [0.63, 0.37800000000000017], [0.63, 0.5080000000000001], [0.6765, 0.5080000000000001]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 169.41476747178905, ""motion_length_px"": 25}"
defocus_blurr_plate/train/img_d926997aa2b4991c729e__p001.png,defocus_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.imAEMHNZoYEAa6RmWXwN.jpg,img_d926997aa2b4991c729e,1,0,186,390,"[[0.6765, 0.37800000000000017], [0.63, 0.37800000000000017], [0.63, 0.5080000000000001], [0.6765, 0.5080000000000001]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 169.41476747178905, ""motion_length_px"": 25}"
gaussian_blurr_plate/train/img_d926997aa2b4991c729e__p001.png,gaussian_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.imAEMHNZoYEAa6RmWXwN.jpg,img_d926997aa2b4991c729e,1,0,186,390,"[[0.6765, 0.37800000000000017], [0.63, 0.37800000000000017], [0.63, 0.5080000000000001], [0.6765, 0.5080000000000001]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 169.41476747178905, ""motion_length_px"": 25}"
clean_plates/train/img_58d9f80d690e4a5d6cef__p001.png,clean,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.JdCpLeZkalhiHUTbelqr.jpg,img_58d9f80d690e4a5d6cef,1,0,144,73,"[[0.6072916666666667, 0.6347222222222223], [0.45729166666666665, 0.6347222222222222], [0.4572916666666667, 0.7361111111111112], [0.6072916666666667, 0.7361111111111112]]",{}
motion_blurr_plate/train/img_58d9f80d690e4a5d6cef__p001.png,motion_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.JdCpLeZkalhiHUTbelqr.jpg,img_58d9f80d690e4a5d6cef,1,0,144,73,"[[0.6072916666666667, 0.6347222222222223], [0.45729166666666665, 0.6347222222222222], [0.4572916666666667, 0.7361111111111112], [0.6072916666666667, 0.7361111111111112]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.7059546922501685, ""motion_angle_deg"": 132.2492163182751, ""motion_length_px"": 17}"
defocus_blurr_plate/train/img_58d9f80d690e4a5d6cef__p001.png,defocus_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.JdCpLeZkalhiHUTbelqr.jpg,img_58d9f80d690e4a5d6cef,1,0,144,73,"[[0.6072916666666667, 0.6347222222222223], [0.45729166666666665, 0.6347222222222222], [0.4572916666666667, 0.7361111111111112], [0.6072916666666667, 0.7361111111111112]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.7059546922501685, ""motion_angle_deg"": 132.2492163182751, ""motion_length_px"": 17}"
gaussian_blurr_plate/train/img_58d9f80d690e4a5d6cef__p001.png,gaussian_blur,train,plate_7ed729d276e6b86b001c71ba,train/images/36_jpg.rf.JdCpLeZkalhiHUTbelqr.jpg,img_58d9f80d690e4a5d6cef,1,0,144,73,"[[0.6072916666666667, 0.6347222222222223], [0.45729166666666665, 0.6347222222222222], [0.4572916666666667, 0.7361111111111112], [0.6072916666666667, 0.7361111111111112]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.7059546922501685, ""motion_angle_deg"": 132.2492163182751, ""motion_length_px"": 17}"
clean_plates/train/img_c2c85f3035bb6db17764__p001.png,clean,train,plate_2ab4baae84ee85dded563473,train/images/3758_png.rf.IaRPomvrcam7Y8Db8aER.png,img_c2c85f3035bb6db17764,1,0,143,71,"[[0.5663430420711976, 0.7806873977086743], [0.4506472491909387, 0.7806873977086743], [0.4506472491909387, 0.8387888707037643], [0.5663430420711976, 0.8387888707037643]]",{}
motion_blurr_plate/train/img_c2c85f3035bb6db17764__p001.png,motion_blur,train,plate_2ab4baae84ee85dded563473,train/images/3758_png.rf.IaRPomvrcam7Y8Db8aER.png,img_c2c85f3035bb6db17764,1,0,143,71,"[[0.5663430420711976, 0.7806873977086743], [0.4506472491909387, 0.7806873977086743], [0.4506472491909387, 0.8387888707037643], [0.5663430420711976, 0.8387888707037643]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.885913491699466, ""motion_angle_deg"": 170.77557407066064, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_c2c85f3035bb6db17764__p001.png,defocus_blur,train,plate_2ab4baae84ee85dded563473,train/images/3758_png.rf.IaRPomvrcam7Y8Db8aER.png,img_c2c85f3035bb6db17764,1,0,143,71,"[[0.5663430420711976, 0.7806873977086743], [0.4506472491909387, 0.7806873977086743], [0.4506472491909387, 0.8387888707037643], [0.5663430420711976, 0.8387888707037643]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.885913491699466, ""motion_angle_deg"": 170.77557407066064, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_c2c85f3035bb6db17764__p001.png,gaussian_blur,train,plate_2ab4baae84ee85dded563473,train/images/3758_png.rf.IaRPomvrcam7Y8Db8aER.png,img_c2c85f3035bb6db17764,1,0,143,71,"[[0.5663430420711976, 0.7806873977086743], [0.4506472491909387, 0.7806873977086743], [0.4506472491909387, 0.8387888707037643], [0.5663430420711976, 0.8387888707037643]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.885913491699466, ""motion_angle_deg"": 170.77557407066064, ""motion_length_px"": 13}"
clean_plates/train/img_92f08cf01dd74ae83aa6__p001.png,clean,train,plate_8d75e7b54b7b8d13c6dcca58,train/images/3788_png.rf.vxKoDtKe8T16vNzYhbSp.png,img_92f08cf01dd74ae83aa6,1,0,138,69,"[[0.48034934497816606, 0.7282174260591526], [0.3296943231441049, 0.7282174260591526], [0.3296943231441049, 0.7833733013589129], [0.48034934497816606, 0.7833733013589129]]",{}
motion_blurr_plate/train/img_92f08cf01dd74ae83aa6__p001.png,motion_blur,train,plate_8d75e7b54b7b8d13c6dcca58,train/images/3788_png.rf.vxKoDtKe8T16vNzYhbSp.png,img_92f08cf01dd74ae83aa6,1,0,138,69,"[[0.48034934497816606, 0.7282174260591526], [0.3296943231441049, 0.7282174260591526], [0.3296943231441049, 0.7833733013589129], [0.48034934497816606, 0.7833733013589129]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9316406613184784, ""motion_angle_deg"": 101.32606425614185, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_92f08cf01dd74ae83aa6__p001.png,defocus_blur,train,plate_8d75e7b54b7b8d13c6dcca58,train/images/3788_png.rf.vxKoDtKe8T16vNzYhbSp.png,img_92f08cf01dd74ae83aa6,1,0,138,69,"[[0.48034934497816606, 0.7282174260591526], [0.3296943231441049, 0.7282174260591526], [0.3296943231441049, 0.7833733013589129], [0.48034934497816606, 0.7833733013589129]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9316406613184784, ""motion_angle_deg"": 101.32606425614185, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_92f08cf01dd74ae83aa6__p001.png,gaussian_blur,train,plate_8d75e7b54b7b8d13c6dcca58,train/images/3788_png.rf.vxKoDtKe8T16vNzYhbSp.png,img_92f08cf01dd74ae83aa6,1,0,138,69,"[[0.48034934497816606, 0.7282174260591526], [0.3296943231441049, 0.7282174260591526], [0.3296943231441049, 0.7833733013589129], [0.48034934497816606, 0.7833733013589129]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.9316406613184784, ""motion_angle_deg"": 101.32606425614185, ""motion_length_px"": 11}"
clean_plates/train/img_97590456350b0a82c9f4__p001.png,clean,train,plate_35278e8876e41804148c8f8d,train/images/4-Figure13-1_png.rf.shzhg2cwGQBUwuTrJfqV.png,img_97590456350b0a82c9f4,1,0,374,188,"[[0.9659090909090909, 0.2975778546712804], [0.11590909090909095, 0.2975778546712803], [0.11590909090909096, 0.9480968858131488], [0.9659090909090909, 0.9480968858131488]]",{}
motion_blurr_plate/train/img_97590456350b0a82c9f4__p001.png,motion_blur,train,plate_35278e8876e41804148c8f8d,train/images/4-Figure13-1_png.rf.shzhg2cwGQBUwuTrJfqV.png,img_97590456350b0a82c9f4,1,0,374,188,"[[0.9659090909090909, 0.2975778546712804], [0.11590909090909095, 0.2975778546712803], [0.11590909090909096, 0.9480968858131488], [0.9659090909090909, 0.9480968858131488]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.583662573191647, ""motion_angle_deg"": 177.44859543465702, ""motion_length_px"": 23}"
defocus_blurr_plate/train/img_97590456350b0a82c9f4__p001.png,defocus_blur,train,plate_35278e8876e41804148c8f8d,train/images/4-Figure13-1_png.rf.shzhg2cwGQBUwuTrJfqV.png,img_97590456350b0a82c9f4,1,0,374,188,"[[0.9659090909090909, 0.2975778546712804], [0.11590909090909095, 0.2975778546712803], [0.11590909090909096, 0.9480968858131488], [0.9659090909090909, 0.9480968858131488]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.583662573191647, ""motion_angle_deg"": 177.44859543465702, ""motion_length_px"": 23}"
gaussian_blurr_plate/train/img_97590456350b0a82c9f4__p001.png,gaussian_blur,train,plate_35278e8876e41804148c8f8d,train/images/4-Figure13-1_png.rf.shzhg2cwGQBUwuTrJfqV.png,img_97590456350b0a82c9f4,1,0,374,188,"[[0.9659090909090909, 0.2975778546712804], [0.11590909090909095, 0.2975778546712803], [0.11590909090909096, 0.9480968858131488], [0.9659090909090909, 0.9480968858131488]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.583662573191647, ""motion_angle_deg"": 177.44859543465702, ""motion_length_px"": 23}"
clean_plates/train/img_187e632b7b74b55743d1__p001.png,clean,train,plate_ee52aa19e5cf688106224d20,train/images/41_jpg.rf.tH8FPaMD8oVJJmnNHci7.jpg,img_187e632b7b74b55743d1,1,0,132,67,"[[0.5472703062583224, 0.4864583333333333], [0.37150466045272984, 0.4864583333333333], [0.37150466045272984, 0.55625], [0.5472703062583224, 0.55625]]",{}
motion_blurr_plate/train/img_187e632b7b74b55743d1__p001.png,motion_blur,train,plate_ee52aa19e5cf688106224d20,train/images/41_jpg.rf.tH8FPaMD8oVJJmnNHci7.jpg,img_187e632b7b74b55743d1,1,0,132,67,"[[0.5472703062583224, 0.4864583333333333], [0.37150466045272984, 0.4864583333333333], [0.37150466045272984, 0.55625], [0.5472703062583224, 0.55625]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.3478991315536955, ""motion_angle_deg"": 58.795671836430316, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_187e632b7b74b55743d1__p001.png,defocus_blur,train,plate_ee52aa19e5cf688106224d20,train/images/41_jpg.rf.tH8FPaMD8oVJJmnNHci7.jpg,img_187e632b7b74b55743d1,1,0,132,67,"[[0.5472703062583224, 0.4864583333333333], [0.37150466045272984, 0.4864583333333333], [0.37150466045272984, 0.55625], [0.5472703062583224, 0.55625]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.3478991315536955, ""motion_angle_deg"": 58.795671836430316, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_187e632b7b74b55743d1__p001.png,gaussian_blur,train,plate_ee52aa19e5cf688106224d20,train/images/41_jpg.rf.tH8FPaMD8oVJJmnNHci7.jpg,img_187e632b7b74b55743d1,1,0,132,67,"[[0.5472703062583224, 0.4864583333333333], [0.37150466045272984, 0.4864583333333333], [0.37150466045272984, 0.55625], [0.5472703062583224, 0.55625]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.3478991315536955, ""motion_angle_deg"": 58.795671836430316, ""motion_length_px"": 11}"
clean_plates/train/img_3c12556983f3c4015a17__p001.png,clean,train,plate_5033221efe2219266394ed0f,train/images/4264_png.rf.ChViHCQijZN6DbszzV7e.png,img_3c12556983f3c4015a17,1,0,105,56,"[[0.6178107606679035, 0.382608695652174], [0.4230055658627087, 0.3826086956521739], [0.4230055658627087, 0.5449275362318842], [0.6178107606679035, 0.5449275362318842]]",{}
motion_blurr_plate/train/img_3c12556983f3c4015a17__p001.png,motion_blur,train,plate_5033221efe2219266394ed0f,train/images/4264_png.rf.ChViHCQijZN6DbszzV7e.png,img_3c12556983f3c4015a17,1,0,105,56,"[[0.6178107606679035, 0.382608695652174], [0.4230055658627087, 0.3826086956521739], [0.4230055658627087, 0.5449275362318842], [0.6178107606679035, 0.5449275362318842]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 1.8699274334456795, ""motion_angle_deg"": 57.26890482342502, ""motion_length_px"": 9}"
defocus_blurr_plate/train/img_3c12556983f3c4015a17__p001.png,defocus_blur,train,plate_5033221efe2219266394ed0f,train/images/4264_png.rf.ChViHCQijZN6DbszzV7e.png,img_3c12556983f3c4015a17,1,0,105,56,"[[0.6178107606679035, 0.382608695652174], [0.4230055658627087, 0.3826086956521739], [0.4230055658627087, 0.5449275362318842], [0.6178107606679035, 0.5449275362318842]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 1.8699274334456795, ""motion_angle_deg"": 57.26890482342502, ""motion_length_px"": 9}"
gaussian_blurr_plate/train/img_3c12556983f3c4015a17__p001.png,gaussian_blur,train,plate_5033221efe2219266394ed0f,train/images/4264_png.rf.ChViHCQijZN6DbszzV7e.png,img_3c12556983f3c4015a17,1,0,105,56,"[[0.6178107606679035, 0.382608695652174], [0.4230055658627087, 0.3826086956521739], [0.4230055658627087, 0.5449275362318842], [0.6178107606679035, 0.5449275362318842]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 1.8699274334456795, ""motion_angle_deg"": 57.26890482342502, ""motion_length_px"": 9}"
clean_plates/train/img_900c1b0006368b1a693f__p001.png,clean,train,plate_876117607e9c48836f6ff9e8,train/images/42_jpg.rf.2jOGnUZ39r8wi2X398mW.jpg,img_900c1b0006368b1a693f,1,0,138,67,"[[0.596875, 0.4487179487179488], [0.453125, 0.44871794871794873], [0.453125, 0.5441595441595443], [0.596875, 0.5441595441595444]]",{}
motion_blurr_plate/train/img_900c1b0006368b1a693f__p001.png,motion_blur,train,plate_876117607e9c48836f6ff9e8,train/images/42_jpg.rf.2jOGnUZ39r8wi2X398mW.jpg,img_900c1b0006368b1a693f,1,0,138,67,"[[0.596875, 0.4487179487179488], [0.453125, 0.44871794871794873], [0.453125, 0.5441595441595443], [0.596875, 0.5441595441595444]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.774678469908633, ""motion_angle_deg"": 66.7153329756317, ""motion_length_px"": 15}"
defocus_blurr_plate/train/img_900c1b0006368b1a693f__p001.png,defocus_blur,train,plate_876117607e9c48836f6ff9e8,train/images/42_jpg.rf.2jOGnUZ39r8wi2X398mW.jpg,img_900c1b0006368b1a693f,1,0,138,67,"[[0.596875, 0.4487179487179488], [0.453125, 0.44871794871794873], [0.453125, 0.5441595441595443], [0.596875, 0.5441595441595444]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.774678469908633, ""motion_angle_deg"": 66.7153329756317, ""motion_length_px"": 15}"
gaussian_blurr_plate/train/img_900c1b0006368b1a693f__p001.png,gaussian_blur,train,plate_876117607e9c48836f6ff9e8,train/images/42_jpg.rf.2jOGnUZ39r8wi2X398mW.jpg,img_900c1b0006368b1a693f,1,0,138,67,"[[0.596875, 0.4487179487179488], [0.453125, 0.44871794871794873], [0.453125, 0.5441595441595443], [0.596875, 0.5441595441595444]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.774678469908633, ""motion_angle_deg"": 66.7153329756317, ""motion_length_px"": 15}"
clean_plates/train/img_ab7191b4341f26c13900__p001.png,clean,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.FpStefzHFCePTke1IIY4.jpg,img_ab7191b4341f26c13900,1,0,162,349,"[[0.74125, 0.40000000000000013], [0.70075, 0.40000000000000013], [0.70075, 0.5163333333333335], [0.74125, 0.5163333333333335]]",{}
motion_blurr_plate/train/img_ab7191b4341f26c13900__p001.png,motion_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.FpStefzHFCePTke1IIY4.jpg,img_ab7191b4341f26c13900,1,0,162,349,"[[0.74125, 0.40000000000000013], [0.70075, 0.40000000000000013], [0.70075, 0.5163333333333335], [0.74125, 0.5163333333333335]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.721095483336412, ""motion_angle_deg"": 56.227971377811556, ""motion_length_px"": 25}"
defocus_blurr_plate/train/img_ab7191b4341f26c13900__p001.png,defocus_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.FpStefzHFCePTke1IIY4.jpg,img_ab7191b4341f26c13900,1,0,162,349,"[[0.74125, 0.40000000000000013], [0.70075, 0.40000000000000013], [0.70075, 0.5163333333333335], [0.74125, 0.5163333333333335]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.721095483336412, ""motion_angle_deg"": 56.227971377811556, ""motion_length_px"": 25}"
gaussian_blurr_plate/train/img_ab7191b4341f26c13900__p001.png,gaussian_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.FpStefzHFCePTke1IIY4.jpg,img_ab7191b4341f26c13900,1,0,162,349,"[[0.74125, 0.40000000000000013], [0.70075, 0.40000000000000013], [0.70075, 0.5163333333333335], [0.74125, 0.5163333333333335]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.721095483336412, ""motion_angle_deg"": 56.227971377811556, ""motion_length_px"": 25}"
clean_plates/train/img_783abcd17eb3bcfdaf8f__p001.png,clean,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.XyxtQnPvR1By1hECUGlV.jpg,img_783abcd17eb3bcfdaf8f,1,0,139,62,"[[0.588353383843837, 0.9593353815122058], [0.5822531827106755, 0.8720519757924249], [0.4384534320789142, 0.8905819255741029], [0.44455363321207575, 0.9778653312938838]]",{}
motion_blurr_plate/train/img_783abcd17eb3bcfdaf8f__p001.png,motion_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.XyxtQnPvR1By1hECUGlV.jpg,img_783abcd17eb3bcfdaf8f,1,0,139,62,"[[0.588353383843837, 0.9593353815122058], [0.5822531827106755, 0.8720519757924249], [0.4384534320789142, 0.8905819255741029], [0.44455363321207575, 0.9778653312938838]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.555675654285588, ""motion_angle_deg"": 102.57172145591903, ""motion_length_px"": 9}"
defocus_blurr_plate/train/img_783abcd17eb3bcfdaf8f__p001.png,defocus_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.XyxtQnPvR1By1hECUGlV.jpg,img_783abcd17eb3bcfdaf8f,1,0,139,62,"[[0.588353383843837, 0.9593353815122058], [0.5822531827106755, 0.8720519757924249], [0.4384534320789142, 0.8905819255741029], [0.44455363321207575, 0.9778653312938838]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.555675654285588, ""motion_angle_deg"": 102.57172145591903, ""motion_length_px"": 9}"
gaussian_blurr_plate/train/img_783abcd17eb3bcfdaf8f__p001.png,gaussian_blur,train,plate_f8514190ab979d0c06f5fbf7,train/images/43_jpg.rf.XyxtQnPvR1By1hECUGlV.jpg,img_783abcd17eb3bcfdaf8f,1,0,139,62,"[[0.588353383843837, 0.9593353815122058], [0.5822531827106755, 0.8720519757924249], [0.4384534320789142, 0.8905819255741029], [0.44455363321207575, 0.9778653312938838]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.555675654285588, ""motion_angle_deg"": 102.57172145591903, ""motion_length_px"": 9}"
